شباهت_محتوای_یکتا,فایل الف,فایل ب,عنوان الف,عنوان ب,یکتای الف,یکتای ب,لینک_ورودی_الف,لینک_ورودی_ب
0.818,knowledge-center/atex-iecex-hazardous-area-guide.html,knowledge-center/epc-supply-chain-management-guide.html,راهنمای استاندارد ATEX و IECEx برای مناطق خطرناک,راهنمای مدیریت زنجیره تامین در پروژه‌های EPC | پیشرو تجهیز فرتاک,574,622,6,2
0.817,knowledge-center/industrial-customs-clearance-guide.html,knowledge-center/industrial-grounding-guide.html,راهنمای ترخیص گمرکی کالاهای صنعتی | پیشرو تجهیز فرتاک,راهنمای سیستم اتصال زمین (Grounding) صنعتی | پیشرو تجهیز فرتاک,621,584,4,5
0.817,knowledge-center/high-pressure-equipment-guide.html,knowledge-center/industrial-grounding-guide.html,راهنمای تجهیزات فشار قوی و فوق‌العاده صنعتی | پیشرو تجهیز فرتاک,راهنمای سیستم اتصال زمین (Grounding) صنعتی | پیشرو تجهیز فرتاک,637,584,3,5
0.817,knowledge-center/kc-ball-valve.html,knowledge-center/kc-gate-valve-wedge-parallel-slide.html,راهنمای کامل شیرهای Ball Valve؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل شیرهای Gate Valve؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1344,1341,16,5
0.817,knowledge-center/astm-a105-vs-a234.html,knowledge-center/atex-iecex-hazardous-area-guide.html,مقایسه ASTM A105 و ASTM A234 در پایپینگ | پیشرو تجهیز فرتاک,راهنمای استاندارد ATEX و IECEx برای مناطق خطرناک,634,574,4,6
0.816,knowledge-center/kc-nps-dn-schedule-od-wt.html,knowledge-center/kc-pipe-thermal-insulation.html,راهنمای کامل ابعاد لوله‌های صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل عایق‌کاری حرارتی لوله‌های صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1309,1288,4,2
0.816,knowledge-center/electrical-brands-comparison.html,knowledge-center/industrial-grounding-guide.html,مقایسه برندهای تجهیزات برق صنعتی | پیشرو تجهیز فرتاک,راهنمای سیستم اتصال زمین (Grounding) صنعتی | پیشرو تجهیز فرتاک,647,584,2,5
0.815,knowledge-center/astm-piping-standards-guide.html,knowledge-center/flange-bolting-guide.html,راهنمای استانداردهای ASTM در پایپینگ | پیشرو تجهیز فرتاک,راهنمای پیچ و مهره در اتصالات فلنجی صنعتی | پیشرو تجهیز فرتاک,594,662,3,9
0.815,knowledge-center/hydrostatic-level-transmitter.html,knowledge-center/incoterms-industrial-trade-guide.html,راهنمای ترانسمیتر سطح هیدرواستاتیک صنعتی | پیشرو تجهیز فرتاک,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,596,620,4,3
0.814,knowledge-center/industrial-customs-clearance-guide.html,knowledge-center/international-supply-contract-guide.html,راهنمای ترخیص گمرکی کالاهای صنعتی | پیشرو تجهیز فرتاک,راهنمای قراردادهای تامین بین‌المللی صنعتی | پیشرو تجهیز فرتاک,621,620,4,3
0.814,knowledge-center/hydrostatic-test-pipe-guide.html,knowledge-center/industrial-cable-selection-guide.html,راهنمای تست هیدرواستاتیک لوله | پیشرو تجهیز فرتاک,راهنمای انتخاب کابل صنعتی (Power Cable) | پیشرو تجهیز فرتاک,603,594,3,7
0.812,knowledge-center/kc-api-617.html,knowledge-center/kc-api-618.html,راهنمای کامل کمپرسورهای سانتریفیوژ API 617؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل کمپرسورهای رفت و برگشتی API 618؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1139,1141,7,5
0.812,knowledge-center/kc-fcc-unit.html,knowledge-center/kc-ngl-recovery.html,راهنمای کامل تجهیزات کراکینگ کاتالیستی (FCC Unit),راهنمای کامل تجهیزات خطوط انتقال گاز (NGL Recovery),1086,1094,2,2
0.812,knowledge-center/kc-desalter.html,knowledge-center/kc-fcc-unit.html,راهنمای کامل تجهیزات نمک‌زدایی نفت خام (Desalter),راهنمای کامل تجهیزات کراکینگ کاتالیستی (FCC Unit),1092,1086,2,2
0.812,knowledge-center/kc-cf8-cf8m-cf3m.html,knowledge-center/kc-globe-valve-type-type.html,راهنمای کامل شیرهای صنعتی استینلس استیل؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل شیرهای Globe Valve؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1332,1337,4,4
0.811,knowledge-center/asme-b31-3-process-piping-guide.html,knowledge-center/industrial-cable-selection-guide.html,راهنمای استاندارد ASME B31.3 | پیشرو تجهیز فرتاک,راهنمای انتخاب کابل صنعتی (Power Cable) | پیشرو تجهیز فرتاک,605,594,5,7
0.811,knowledge-center/industrial-grounding-guide.html,knowledge-center/international-supply-contract-guide.html,راهنمای سیستم اتصال زمین (Grounding) صنعتی | پیشرو تجهیز فرتاک,راهنمای قراردادهای تامین بین‌المللی صنعتی | پیشرو تجهیز فرتاک,584,620,5,3
0.81,knowledge-center/kc-api-598-iso-5208.html,knowledge-center/kc-gas-sweetening-amine.html,راهنمای کامل تست نشتی شیرآلات؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل تجهیزات شیرین‌سازی گاز (Gas Sweetening - Amine),1316,1325,5,5
0.81,knowledge-center/contactor-bimetal-guide.html,knowledge-center/ip-rating-industrial-equipment-guide.html,راهنمای کنتاکتور و بی متال در برق صنعتی | پیشرو تجهیز فرتاک,راهنمای استاندارد IP در تجهیزات صنعتی | پیشرو تجهیز فرتاک,647,573,3,2
0.81,knowledge-center/kc-cf8-cf8m-cf3m.html,knowledge-center/kc-gate-valve-wedge-parallel-slide.html,راهنمای کامل شیرهای صنعتی استینلس استیل؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل شیرهای Gate Valve؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1332,1341,4,5
0.81,knowledge-center/incoterms-industrial-trade-guide.html,knowledge-center/instrument-calibration-standards.html,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,راهنمای استانداردهای کالیبراسیون ابزار دقیق | پیشرو تجهیز فرتاک,620,596,3,3
0.809,knowledge-center/astm-piping-standards-guide.html,knowledge-center/incoterms-industrial-trade-guide.html,راهنمای استانداردهای ASTM در پایپینگ | پیشرو تجهیز فرتاک,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,594,620,3,3
0.809,knowledge-center/corrosion-resistant-equipment-guide.html,knowledge-center/hydrostatic-level-transmitter.html,راهنمای تجهیزات مقاوم به خوردگی صنعتی | پیشرو تجهیز فرتاک,راهنمای ترانسمیتر سطح هیدرواستاتیک صنعتی | پیشرو تجهیز فرتاک,625,596,1,4
0.808,knowledge-center/diaphragm-seal-guide.html,knowledge-center/incoterms-industrial-trade-guide.html,راهنمای سیل جداکننده (Diaphragm Seal) در ابزار دقیق,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,597,620,3,3
0.808,knowledge-center/kc-ball-valve.html,knowledge-center/kc-cf8-cf8m-cf3m.html,راهنمای کامل شیرهای Ball Valve؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل شیرهای صنعتی استینلس استیل؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1344,1332,16,4
0.807,knowledge-center/epc-supply-chain-management-guide.html,knowledge-center/industrial-customs-clearance-guide.html,راهنمای مدیریت زنجیره تامین در پروژه‌های EPC | پیشرو تجهیز فرتاک,راهنمای ترخیص گمرکی کالاهای صنعتی | پیشرو تجهیز فرتاک,622,621,2,4
0.807,knowledge-center/kc-desalter.html,knowledge-center/kc-ngl-recovery.html,راهنمای کامل تجهیزات نمک‌زدایی نفت خام (Desalter),راهنمای کامل تجهیزات خطوط انتقال گاز (NGL Recovery),1092,1094,2,2
0.806,knowledge-center/kc-cooling-water.html,knowledge-center/kc-fm200-co2-foam-water.html,راهنمای کامل سیستم آب خنک‌کننده صنعتی (Cooling Water),راهنمای کامل سیستم اطفاء حریق صنعتی؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1096,1097,2,4
0.806,knowledge-center/hart-calibration-training.html,knowledge-center/incoterms-industrial-trade-guide.html,آموزش کالیبراسیون HART در ابزار دقیق صنعتی | پیشرو تجهیز فرتاک,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,599,620,6,3
0.806,knowledge-center/gas-analyzer-industry-guide.html,knowledge-center/incoterms-industrial-trade-guide.html,راهنمای آنالایزر گاز صنعتی | پیشرو تجهیز فرتاک,راهنمای Incoterms 2024 در تجارت بین‌المللی صنعتی,599,620,6,3
0.806,knowledge-center/corrosion-resistant-equipment-guide.html,knowledge-center/industrial-cable-selection-guide.html,راهنمای تجهیزات مقاوم به خوردگی صنعتی | پیشرو تجهیز فرتاک,راهنمای انتخاب کابل صنعتی (Power Cable) | پیشرو تجهیز فرتاک,625,594,1,7
0.805,knowledge-center/kc-hvac.html,knowledge-center/kc-lubrication-system.html,راهنمای کامل سیستم تهویه صنعتی (HVAC) و فن‌های صنعتی,راهنمای کامل سیستم روغن‌کاری صنعتی (Lubrication System),1092,1098,3,6
0.805,knowledge-center/cement-industry-supply-guide.html,knowledge-center/international-supply-contract-guide.html,راهنمای تامین تجهیزات صنایع سیمان | پیشرو تجهیز فرتاک,راهنمای قراردادهای تامین بین‌المللی صنعتی | پیشرو تجهیز فرتاک,631,620,8,3
0.805,knowledge-center/cement-industry-supply-guide.html,knowledge-center/ip-rating-industrial-equipment-guide.html,راهنمای تامین تجهیزات صنایع سیمان | پیشرو تجهیز فرتاک,راهنمای استاندارد IP در تجهیزات صنعتی | پیشرو تجهیز فرتاک,631,573,8,2
0.805,knowledge-center/kc-api-598-iso-5208.html,knowledge-center/kc-cf8-cf8m-cf3m.html,راهنمای کامل تست نشتی شیرآلات؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,راهنمای کامل شیرهای صنعتی استینلس استیل؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1316,1332,5,4
0.804,knowledge-center/kc-cooling-water.html,knowledge-center/kc-nitrogen-air-natural-gas.html,راهنمای کامل سیستم آب خنک‌کننده صنعتی (Cooling Water),"راهنمای کامل سیستم گازرسانی صنعتی (Nitrogen, Air, Natural Gas)",1096,1094,2,2
0.804,knowledge-center/atex-iecex-hazardous-area-guide.html,knowledge-center/cement-industry-supply-guide.html,راهنمای استاندارد ATEX و IECEx برای مناطق خطرناک,راهنمای تامین تجهیزات صنایع سیمان | پیشرو تجهیز فرتاک,574,631,6,8
0.804,knowledge-center/kc-a335.html,knowledge-center/kc-erw-hfw.html,راهنمای کامل لوله‌های آلیاژی کروم-مولیبدن A335,راهنمای کامل لوله‌های جوشی ERW و HFW؛ مشخصات و قیمت | پیشرو تجهیز فرتاک,1279,1320,2,3
0.804,knowledge-center/corrosion-resistant-equipment-guide.html,knowledge-center/instrument-calibration-standards.html,راهنمای تجهیزات مقاوم به خوردگی صنعتی | پیشرو تجهیز فرتاک,راهنمای استانداردهای کالیبراسیون ابزار دقیق | پیشرو تجهیز فرتاک,625,596,1,3
0.804,knowledge-center/atex-iecex-hazardous-area-guide.html,knowledge-center/contactor-bimetal-guide.html,راهنمای استاندارد ATEX و IECEx برای مناطق خطرناک,راهنمای کنتاکتور و بی متال در برق صنعتی | پیشرو تجهیز فرتاک,574,647,6,3
0.804,knowledge-center/kc-a335.html,knowledge-center/kc-heat-tracing.html,راهنمای کامل لوله‌های آلیاژی کروم-مولیبدن A335,راهنمای کامل سیستم گرمایش الکتریکی (Heat Tracing) لوله,1279,1291,2,2
0.803,knowledge-center/astm-piping-standards-guide.html,knowledge-center/corrosion-resistant-equipment-guide.html,راهنمای استانداردهای ASTM در پایپینگ | پیشرو تجهیز فرتاک,راهنمای تجهیزات مقاوم به خوردگی صنعتی | پیشرو تجهیز فرتاک,594,625,3,1
